"Status","Year","Responsibility_level","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","AA/AO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Heterosexual / straight","270","260","21300","21010"
"Leaver Dept.","2021","AA/AO","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Undeclared","40","30","[c]","[c]"
"Leaver Dept.","2021","AA/AO","Unknown","Unknown","830","780","21120","21010"
"Leaver Dept.","2021","EO","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Heterosexual / straight","340","330","25360","24890"
"Leaver Dept.","2021","EO","Operational Delivery","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Delivery","Unknown","80","80","25570","25100"
"Leaver Dept.","2021","EO","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Heterosexual / straight","60","60","26190","26960"
"Leaver Dept.","2021","EO","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Heterosexual / straight","90","90","27540","27650"
"Leaver Dept.","2021","EO","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Policy","Unknown","70","70","28340","27760"
"Leaver Dept.","2021","EO","Project Delivery","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Heterosexual / straight","610","580","27710","27570"
"Leaver Dept.","2021","EO","Unknown","LGBO","50","50","[c]","[c]"
"Leaver Dept.","2021","EO","Unknown","Undeclared","70","70","27870","27570"
"Leaver Dept.","2021","EO","Unknown","Unknown","570","500","27990","27570"
"Leaver Dept.","2021","G6/G7","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Digital, Data and Technology","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Heterosexual / straight","50","50","57780","57440"
"Leaver Dept.","2021","G6/G7","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Heterosexual / straight","50","50","58610","58060"
"Leaver Dept.","2021","G6/G7","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Heterosexual / straight","50","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Medicine","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Medicine","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Heterosexual / straight","80","80","56210","53880"
"Leaver Dept.","2021","G6/G7","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Delivery","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Policy","Heterosexual / straight","300","290","56540","54400"
"Leaver Dept.","2021","G6/G7","Policy","LGBO","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Policy","Undeclared","50","50","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Policy","Unknown","150","140","55420","53870"
"Leaver Dept.","2021","G6/G7","Project Delivery","Heterosexual / straight","80","70","58890","57460"
"Leaver Dept.","2021","G6/G7","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Psychology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Social Research","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Statistics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Heterosexual / straight","310","300","58010","56230"
"Leaver Dept.","2021","G6/G7","Unknown","LGBO","30","30","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","G6/G7","Unknown","Unknown","440","320","56720","54700"
"Leaver Dept.","2021","SCS","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Economics","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Economics","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Other","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Planning","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Policy","Heterosexual / straight","50","50","[c]","[c]"
"Leaver Dept.","2021","SCS","Policy","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Policy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","SCS","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
