"Status","Year","Profession_of_post","Function_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Operational Delivery","Unknown","Declared disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Declared non-disabled","370","350","28850","25040"
"Leaver Dept.","2021","Operational Delivery","Unknown","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Communications","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","No function","Declared non-disabled","40","40","[c]","[c]"
"Leaver Dept.","2021","Other","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Project Delivery","Declared non-disabled","50","40","[c]","[c]"
"Leaver Dept.","2021","Other","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Declared non-disabled","100","90","33350","29220"
"Leaver Dept.","2021","Other","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Counter Fraud","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","No function","Declared disabled","90","80","42270","36750"
"Leaver Dept.","2021","Policy","No function","Declared non-disabled","600","580","44790","39600"
"Leaver Dept.","2021","Policy","No function","Undeclared","60","60","[c]","[c]"
"Leaver Dept.","2021","Policy","No function","Unknown","540","530","41830","36900"
"Leaver Dept.","2021","Policy","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Declared non-disabled","240","240","48020","42410"
"Leaver Dept.","2021","Policy","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Unknown","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Declared disabled","30","30","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Declared non-disabled","180","170","41820","38930"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Project Delivery","Unknown","60","60","41840","37260"
"Leaver Dept.","2021","Project Delivery","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Declared non-disabled","70","70","39920","32870"
"Leaver Dept.","2021","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Commercial","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Declared non-disabled","40","30","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Digital, Data & Technology","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Digital, Data & Technology","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Property","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Analysis","Declared non-disabled","60","60","41560","37790"
"Leaver Dept.","2021","Statistics","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","No function","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","No function","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Declared disabled","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Unknown","Declared non-disabled","[c]","[c]","[c]","[c]"
