"Status","Year","Parent_department","Profession_of_post","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Ministry of Defence","Finance","40-49","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Finance","50-59","60","60","38110","33300"
"Leaver CS","2022","Ministry of Defence","Finance","60-64","70","70","39190","33300"
"Leaver CS","2022","Ministry of Defence","Finance","65+","50","50","33270","33300"
"Leaver CS","2022","Ministry of Defence","Geography","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Geography","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Geography","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Geography","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Geography","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Geography","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Human Resources","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Intelligence Analysis","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Internal Audit","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Knowledge and Information Management","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Legal","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","30-39","70","60","36630","34170"
"Leaver CS","2022","Ministry of Defence","Medicine","40-49","70","60","40150","39030"
"Leaver CS","2022","Ministry of Defence","Medicine","50-59","50","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","60-64","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Medicine","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Research","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Research","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Research","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Research","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Operational Research","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Other","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Other","20-29","210","210","22890","20920"
"Leaver CS","2022","Ministry of Defence","Other","30-39","200","190","27960","26350"
"Leaver CS","2022","Ministry of Defence","Other","40-49","180","170","28880","25810"
"Leaver CS","2022","Ministry of Defence","Other","50-59","370","360","28190","22610"
"Leaver CS","2022","Ministry of Defence","Other","60-64","430","400","29230","23200"
"Leaver CS","2022","Ministry of Defence","Other","65+","340","300","26450","21830"
"Leaver CS","2022","Ministry of Defence","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Policy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Project Delivery","20-29","90","90","29020","26990"
"Leaver CS","2022","Ministry of Defence","Project Delivery","30-39","80","80","37300","37230"
"Leaver CS","2022","Ministry of Defence","Project Delivery","40-49","60","60","42380","40580"
"Leaver CS","2022","Ministry of Defence","Project Delivery","50-59","70","70","44480","40900"
"Leaver CS","2022","Ministry of Defence","Project Delivery","60-64","60","60","45560","40980"
"Leaver CS","2022","Ministry of Defence","Project Delivery","65+","30","30","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","50-59","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","60-64","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Property","65+","50","50","29170","31250"
"Leaver CS","2022","Ministry of Defence","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Science and Engineering","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Science and Engineering","20-29","210","210","25870","26350"
"Leaver CS","2022","Ministry of Defence","Science and Engineering","30-39","110","110","35490","33480"
"Leaver CS","2022","Ministry of Defence","Science and Engineering","40-49","60","60","38270","38070"
"Leaver CS","2022","Ministry of Defence","Science and Engineering","50-59","100","90","41090","40580"
"Leaver CS","2022","Ministry of Defence","Science and Engineering","60-64","100","90","41900","40730"
"Leaver CS","2022","Ministry of Defence","Science and Engineering","65+","110","90","36350","34690"
"Leaver CS","2022","Ministry of Defence","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Security","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Security","20-29","90","90","25830","25680"
"Leaver CS","2022","Ministry of Defence","Security","30-39","90","90","29950","26750"
"Leaver CS","2022","Ministry of Defence","Security","40-49","60","60","30030","26610"
"Leaver CS","2022","Ministry of Defence","Security","50-59","170","170","33990","39070"
"Leaver CS","2022","Ministry of Defence","Security","60-64","120","110","36420","39070"
"Leaver CS","2022","Ministry of Defence","Security","65+","80","70","26580","21850"
"Leaver CS","2022","Ministry of Defence","Statistics","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Statistics","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Statistics","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Statistics","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Defence","Unknown","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Commercial","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Commercial","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Commercial","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Commercial","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Communications","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Intelligence Analysis","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Intelligence Analysis","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Intelligence Analysis","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Intelligence Analysis","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Intelligence Analysis","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Internal Audit","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Knowledge and Information Management","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Operational Delivery","16-19","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Operational Delivery","20-29","2830","2770","23010","20970"
"Leaver CS","2022","Ministry of Justice","Operational Delivery","30-39","1950","1850","28090","22680"
"Leaver CS","2022","Ministry of Justice","Operational Delivery","40-49","1140","1070","31110","23720"
"Leaver CS","2022","Ministry of Justice","Operational Delivery","50-59","1400","1280","29530","21650"
"Leaver CS","2022","Ministry of Justice","Operational Delivery","60-64","800","660","29830","21490"
"Leaver CS","2022","Ministry of Justice","Operational Delivery","65+","750","540","24700","20970"
"Leaver CS","2022","Ministry of Justice","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Property","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Psychology","20-29","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Psychology","30-39","40","40","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Psychology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Psychology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Psychology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Psychology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Security","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","20-29","120","110","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","30-39","130","120","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","40-49","100","90","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","50-59","160","140","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","60-64","130","110","[c]","[c]"
"Leaver CS","2022","Ministry of Justice","Unknown","65+","90","70","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Commercial","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Communications","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data and Technology","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data and Technology","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data and Technology","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data and Technology","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data and Technology","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Digital, Data and Technology","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Human Resources","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Legal","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Operational Delivery","30-39","50","50","40200","39190"
"Leaver CS","2022","National Crime Agency","Operational Delivery","40-49","30","30","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Operational Delivery","50-59","70","70","47270","43430"
"Leaver CS","2022","National Crime Agency","Operational Delivery","60-64","50","50","40530","41170"
"Leaver CS","2022","National Crime Agency","Operational Delivery","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Project Delivery","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Property","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","National Crime Agency","Security","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Communications","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Knowledge and Information Management","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Operational Delivery","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Policy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Policy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Policy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Northern Ireland Office","Policy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Office for Standards in Education, Children's Services and Skills","Communications","20-29","[c]","[c]","[c]","[c]"
