"Status","Year","Parent_department","Ethnicity","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Digital, Culture, Media and Sport","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","Unknown","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Education","White","Heterosexual / straight","110","110","45210","40780"
"Leaver Dept.","2021","Department for Education","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Education","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","Unknown","Unknown","540","520","38350","34810"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Environment, Food and Rural Affairs","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","Unknown","Unknown","90","90","40500","38300"
"Leaver Dept.","2021","Department for International Trade","White","Heterosexual / straight","80","80","46570","39440"
"Leaver Dept.","2021","Department for International Trade","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for International Trade","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","Unknown","Unknown","80","80","35180","34460"
"Leaver Dept.","2021","Department for Transport","White","Heterosexual / straight","210","200","37800","34330"
"Leaver Dept.","2021","Department for Transport","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Transport","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Heterosexual / straight","90","90","28960","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Heterosexual / straight","70","70","30990","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Chinese","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Undeclared","30","30","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Unknown","160","160","30620","27570"
"Leaver Dept.","2021","Department for Work and Pensions","White","Heterosexual / straight","670","640","30780","27570"
"Leaver Dept.","2021","Department for Work and Pensions","White","LGBO","60","60","30040","27570"
"Leaver Dept.","2021","Department for Work and Pensions","White","Undeclared","40","40","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","White","Unknown","150","140","29400","27570"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Asian","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Unknown","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Heterosexual / straight","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","White","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","White","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Black","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Chinese","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Mixed","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Other ethnicity","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","White","Heterosexual / straight","[c]","[c]","[c]","[c]"
