"Status","Year","Responsibility_level","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","EO","No function","Unknown","150","140","28640","29200"
"Leaver CS","2022","EO","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Other","100","90","21580","20960"
"Leaver CS","2022","EO","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Project Delivery","Project Delivery","70","70","25380","26100"
"Leaver CS","2022","EO","Project Delivery","Science and Engineering","40","40","[c]","[c]"
"Leaver CS","2022","EO","Property","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Property","Property","80","70","26350","26030"
"Leaver CS","2022","EO","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Security","Security","80","70","36130","43290"
"Leaver CS","2022","EO","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Finance","60","50","25680","26670"
"Leaver CS","2022","EO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Intelligence Analysis","50","40","27220","27370"
"Leaver CS","2022","EO","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Medicine","60","50","31210","31530"
"Leaver CS","2022","EO","Unknown","Operational Delivery","720","590","27410","26210"
"Leaver CS","2022","EO","Unknown","Other","280","270","28270","28210"
"Leaver CS","2022","EO","Unknown","Policy","40","40","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Science and Engineering","50","40","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","EO","Unknown","Unknown","1590","1380","28140","27570"
"Leaver CS","2022","G6/G7","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Commercial","60","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Commercial","Unknown","110","100","69430","67710"
"Leaver CS","2022","G6/G7","Communications","Communications","60","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Counter Fraud","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Digital, Data and Technology","300","280","58760","56750"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Digital, Data & Technology","Unknown","70","70","59520","56660"
"Leaver CS","2022","G6/G7","Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Finance","90","80","58900","57210"
"Leaver CS","2022","G6/G7","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Human Resources","80","80","57760","55000"
"Leaver CS","2022","G6/G7","Human Resources","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Legal","340","300","58820","55610"
"Leaver CS","2022","G6/G7","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Legal","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Inspector of Education and Training","60","60","76460","75500"
"Leaver CS","2022","G6/G7","No function","International Trade","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Knowledge and Information Management","60","60","55160","53220"
"Leaver CS","2022","G6/G7","No function","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Operational Delivery","720","670","58460","56000"
"Leaver CS","2022","G6/G7","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Other","80","80","60760","55000"
"Leaver CS","2022","G6/G7","No function","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Policy","370","310","56960","53600"
"Leaver CS","2022","G6/G7","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Science and Engineering","210","190","57770","53220"
"Leaver CS","2022","G6/G7","No function","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","No function","Unknown","130","130","60410","57600"
"Leaver CS","2022","G6/G7","No function","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Policy","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Project Delivery","130","120","58660","57440"
"Leaver CS","2022","G6/G7","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Property","Property","50","50","59790","58250"
"Leaver CS","2022","G6/G7","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Security","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Security","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Digital, Data and Technology","50","50","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Medicine","50","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Operational Delivery","40","40","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Other","40","30","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Policy","70","70","62810","61440"
"Leaver CS","2022","G6/G7","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","G6/G7","Unknown","Unknown","490","400","64710","62170"
"Leaver CS","2022","G6/G7","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Analysis","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Analysis","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Analysis","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Communications","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data & Technology","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Internal Audit","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Legal","30","30","[c]","[c]"
"Leaver CS","2022","SCS","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Medicine","120","100","100960","101430"
"Leaver CS","2022","SCS","No function","Operational Delivery","90","80","97310","91260"
"Leaver CS","2022","SCS","No function","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Other","30","30","[c]","[c]"
"Leaver CS","2022","SCS","No function","Policy","60","50","[c]","[c]"
"Leaver CS","2022","SCS","No function","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","No function","Unknown","40","30","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SCS","Unknown","Unknown","80","60","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Economics","50","40","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","SEO/HEO","Analysis","Human Resources","[c]","[c]","[c]","[c]"
