"Status","Year","Profession_of_post","Organisation","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Science and Engineering","UK Health Security Agency","Greater Manchester","120","110","33830","30730"
"In post","2022","Science and Engineering","UK Health Security Agency","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Inner London - East","120","120","44950","40070"
"In post","2022","Science and Engineering","UK Health Security Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Lancashire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","North Yorkshire","30","30","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Outer London - East and North East","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Outer London - West and North West","490","480","42960","40070"
"In post","2022","Science and Engineering","UK Health Security Agency","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","West Midlands","130","120","36160","35610"
"In post","2022","Science and Engineering","UK Health Security Agency","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Health Security Agency","West Yorkshire","70","60","40880","39540"
"In post","2022","Science and Engineering","UK Hydrographic Office","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Space Agency","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","UK Space Agency","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Vehicle Certification Agency","Gloucestershire, Wiltshire and Bath/Bristol area","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Vehicle Certification Agency","Leicestershire, Rutland and Northamptonshire","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Vehicle Certification Agency","Overseas","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Vehicle Certification Agency","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Vehicle Certification Agency","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Veterinary Medicines Directorate","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Water Services Regulation Authority","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Water Services Regulation Authority","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Science and Engineering","Welsh Government (excl. agencies)","East Wales","40","40","[c]","[c]"
"In post","2022","Science and Engineering","Welsh Government (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2022","Security","Charity Commission","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Security","Charity Commission","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Security","Companies House","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Security","Competition and Markets Authority","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Office and Procurator Fiscal Service","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Security","Crown Prosecution Service","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","37050","36490"
"In post","2022","Security","Defence Equipment and Support","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Equipment and Support","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","50","50","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Security","Defence Science and Technology Laboratory","Kent","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Outer London - West and North West","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Digital, Culture, Media and Sport","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Education (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for International Trade","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Levelling Up, Housing and Communities (excl. agencies)","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","Inner London - West","130","130","45400","43360"
"In post","2022","Security","Department for Transport (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Transport (excl. agencies)","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Devon","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","East Anglia","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","East Wales","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Greater Manchester","50","50","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Inner London - West","90","90","44870","39960"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Lancashire","50","50","39500","35310"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Merseyside","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Northumberland, and Tyne and Wear","80","80","37330","35310"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","South Yorkshire","40","30","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","West Midlands","[c]","[c]","[c]","[c]"
"In post","2022","Security","Department for Work and Pensions (excl. agencies)","West Wales and The Valleys","[c]","[c]","[c]","[c]"
