"Status","Year","Ethnicity","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Asian","Scottish Government","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","The National Archives","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Supreme Court","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Asian","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Legal","30","30","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Chancellor's other departments","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Digital, Culture, Media and Sport","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Education","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Grants Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for International Trade","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Black","Department for Transport","Commercial","[c]","[c]","[c]","[c]"
