"Status","Year","Parent_department","Disability","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Department for Work and Pensions (excl. agencies)","80","80","28740","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Undeclared","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Department for Work and Pensions (excl. agencies)","110","110","30250","27570"
"Leaver Dept.","2021","Department for Work and Pensions","Unknown","Health and Safety Executive","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared disabled","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Declared non-disabled","Public Health England","40","40","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Undeclared","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Department of Health and Social Care (excl. agencies)","150","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Public Health England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Foreign and Commonwealth Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Foreign, Commonwealth and Development Office (excl. agencies)","130","30","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Declared non-disabled","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Foreign and Commonwealth Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","FCDO Services","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Foreign and Commonwealth Office (excl. agencies)","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Foreign, Commonwealth and Development Office (excl. agencies)","80","30","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","Unknown","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","HM Revenue and Customs (excl. agencies)","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared disabled","Valuation Office Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","HM Revenue and Customs (excl. agencies)","780","750","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Declared non-disabled","Valuation Office Agency","40","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Undeclared","HM Revenue and Customs (excl. agencies)","50","40","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","HM Revenue and Customs (excl. agencies)","690","670","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","Unknown","Valuation Office Agency","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","HM Treasury (excl. agencies)","80","80","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Declared non-disabled","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Undeclared","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","Unknown","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","Declared disabled","Home Office (incl. agencies)","90","80","35500","29370"
"Leaver Dept.","2021","Home Office","Declared non-disabled","Home Office (incl. agencies)","870","820","35950","30110"
"Leaver Dept.","2021","Home Office","Undeclared","Home Office (incl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Home Office","Unknown","Home Office (incl. agencies)","80","70","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Defence Equipment and Support","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Ministry of Defence (excl. agencies)","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Defence Equipment and Support","300","290","34360","31980"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Defence Science and Technology Laboratory","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Ministry of Defence (excl. agencies)","260","260","38930","35750"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Declared non-disabled","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Undeclared","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Defence Equipment and Support","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Ministry of Defence (excl. agencies)","60","60","42470","39730"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","Unknown","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","40","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","250","250","41160","34050"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Declared non-disabled","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Undeclared","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","Unknown","Ministry of Housing, Communities and Local Government (excl. agencies)","60","60","42910","42290"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","HM Courts and Tribunals Service","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","HM Prison and Probation Service","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Ministry of Justice (excl. agencies)","50","50","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared disabled","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","HM Courts and Tribunals Service","270","260","27030","21530"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","HM Prison and Probation Service","260","260","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Ministry of Justice (excl. agencies)","260","260","42410","36800"
"Leaver Dept.","2021","Ministry of Justice","Declared non-disabled","Office of the Public Guardian","60","60","22500","21170"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","HM Prison and Probation Service","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","Undeclared","Legal Aid Agency","[c]","[c]","[c]","[c]"
