"Status","Year","Ethnicity","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Scotland","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Office of the Secretary of State for Wales","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Scottish Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","The National Archives","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Export Finance","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Statistics Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","UK Supreme Court","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Water Services Regulation Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Mixed","Welsh Government","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Attorney General's Departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Chancellor's other departments","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Charity Commission","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Competition and Markets Authority","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Education","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Environment, Food and Rural Affairs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Levelling Up, Housing and Communities","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Transport","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","20-29","30","30","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Department of Health and Social Care","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Estyn","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Food Standards Agency","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Foreign, Commonwealth and Development Office","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Land Registry","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Revenue and Customs","16-19","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Revenue and Customs","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Revenue and Customs","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Revenue and Customs","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Revenue and Customs","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Revenue and Customs","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Revenue and Customs","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Treasury","60-64","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","HM Treasury","65+","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other ethnicity","Home Office","16-19","[c]","[c]","[c]","[c]"
