"Status","Year","Parent_department","Age","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","ESTYN","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Food Standards Agency","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","20-29","Female","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","20-29","Male","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Female","60","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","30-39","Male","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Foreign, Commonwealth and Development Office","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","20-29","Female","300","290","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","20-29","Male","280","280","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","30-39","Female","250","230","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","30-39","Male","270","260","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","40-49","Female","210","190","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","40-49","Male","130","130","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","50-59","Female","140","130","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","50-59","Male","100","100","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Revenue and Customs","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","20-29","Female","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","20-29","Male","30","30","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","30-39","Male","40","30","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","HM Treasury","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","20-29","Female","220","210","30950","28670"
"Leaver Dept.","2021","Home Office","20-29","Male","130","130","30650","27760"
"Leaver Dept.","2021","Home Office","30-39","Female","200","180","35920","30110"
"Leaver Dept.","2021","Home Office","30-39","Male","150","150","33810","28670"
"Leaver Dept.","2021","Home Office","40-49","Female","140","130","42650","31100"
"Leaver Dept.","2021","Home Office","40-49","Male","90","90","39990","32740"
"Leaver Dept.","2021","Home Office","50-59","Female","80","70","40060","31060"
"Leaver Dept.","2021","Home Office","50-59","Male","50","50","37290","32990"
"Leaver Dept.","2021","Home Office","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Home Office","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","20-29","Female","140","140","30220","28650"
"Leaver Dept.","2021","Ministry of Defence","20-29","Male","150","150","29640","27540"
"Leaver Dept.","2021","Ministry of Defence","30-39","Female","120","110","38000","36730"
"Leaver Dept.","2021","Ministry of Defence","30-39","Male","140","130","38700","37640"
"Leaver Dept.","2021","Ministry of Defence","40-49","Female","90","90","42410","37890"
"Leaver Dept.","2021","Ministry of Defence","40-49","Male","80","80","44360","40580"
"Leaver Dept.","2021","Ministry of Defence","50-59","Female","60","60","38210","34050"
"Leaver Dept.","2021","Ministry of Defence","50-59","Male","70","70","48250","41570"
"Leaver Dept.","2021","Ministry of Defence","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Defence","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Female","70","70","33520","32560"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","20-29","Male","90","90","33060","32560"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Female","80","80","46580","51580"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","30-39","Male","50","50","44120","47860"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","16-19","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","16-19","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","20-29","Female","260","260","27360","25380"
"Leaver Dept.","2021","Ministry of Justice","20-29","Male","140","140","27690","24310"
"Leaver Dept.","2021","Ministry of Justice","30-39","Female","270","250","30290","25690"
"Leaver Dept.","2021","Ministry of Justice","30-39","Male","170","170","34350","30850"
"Leaver Dept.","2021","Ministry of Justice","40-49","Female","150","150","40470","34940"
"Leaver Dept.","2021","Ministry of Justice","40-49","Male","100","100","41880","35430"
"Leaver Dept.","2021","Ministry of Justice","50-59","Female","110","100","34900","29580"
"Leaver Dept.","2021","Ministry of Justice","50-59","Male","100","90","37890","32920"
"Leaver Dept.","2021","Ministry of Justice","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","65+","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice","65+","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Qualifications and Examinations Regulation","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Rail and Road","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Other Cabinet Office Agencies","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scotland Office","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","40-49","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","40-49","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","50-59","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","50-59","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Scottish Government","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","30-39","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","30-39","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","60-64","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","The National Archives","60-64","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","20-29","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","20-29","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","UK Export Finance","30-39","Female","[c]","[c]","[c]","[c]"
