"Status","Year","Region_ITL1","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","North East (England)","HM Revenue and Customs","240","230","[c]","[c]"
"Leaver Dept.","2022","North East (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Home Office","50","40","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North East (England)","Ministry of Justice","80","70","[c]","[c]"
"Leaver Dept.","2022","North East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Cabinet Office","50","50","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Department for Education","100","90","37440","36780"
"Leaver Dept.","2022","North West (England)","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Department for Work and Pensions","540","530","29720","27570"
"Leaver Dept.","2022","North West (England)","Department of Health and Social Care","480","440","37490","29470"
"Leaver Dept.","2022","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","HM Revenue and Customs","240","240","[c]","[c]"
"Leaver Dept.","2022","North West (England)","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Home Office","290","280","26930","24890"
"Leaver Dept.","2022","North West (England)","Ministry of Defence","30","30","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Ministry of Justice","160","160","25590","22570"
"Leaver Dept.","2022","North West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","North West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Northern Ireland","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Foreign, Commonwealth and Development Office","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Overseas","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Department for Work and Pensions","470","450","26250","27570"
"Leaver Dept.","2022","Scotland","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Foreign, Commonwealth and Development Office","70","70","40190","38500"
"Leaver Dept.","2022","Scotland","HM Revenue and Customs","260","250","[c]","[c]"
"Leaver Dept.","2022","Scotland","Home Office","70","70","26780","24890"
"Leaver Dept.","2022","Scotland","Ministry of Defence","70","70","28900","26670"
"Leaver Dept.","2022","Scotland","Ministry of Justice","40","40","[c]","[c]"
"Leaver Dept.","2022","Scotland","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of Gas and Electricity Markets","50","50","32860","26340"
"Leaver Dept.","2022","Scotland","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Scotland","Scottish Government","140","130","38110","31540"
"Leaver Dept.","2022","Scotland","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Department for Work and Pensions","110","110","28210","27570"
"Leaver Dept.","2022","South East (England)","Department of Health and Social Care","490","440","45500","40060"
"Leaver Dept.","2022","South East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Ministry of Defence","120","120","37540","35880"
"Leaver Dept.","2022","South East (England)","Ministry of Justice","110","100","[c]","[c]"
"Leaver Dept.","2022","South East (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South East (England)","UK Statistics Authority","70","70","30900","29540"
"Leaver Dept.","2022","South West (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Department for Environment, Food and Rural Affairs","60","60","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Department for Levelling Up, Housing and Communities","30","30","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Department for Transport","40","30","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Department for Work and Pensions","130","130","28240","27570"
"Leaver Dept.","2022","South West (England)","Department of Health and Social Care","1150","1060","38700","34530"
"Leaver Dept.","2022","South West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Ministry of Defence","540","530","36040","33730"
"Leaver Dept.","2022","South West (England)","Ministry of Justice","70","70","[c]","[c]"
"Leaver Dept.","2022","South West (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","South West (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Cabinet Office","290","290","40240","32000"
"Leaver Dept.","2022","Unknown","Department for Business, Energy and Industrial Strategy","60","60","48150","51710"
"Leaver Dept.","2022","Unknown","Department for Transport","150","150","28950","26470"
"Leaver Dept.","2022","Unknown","Department for Work and Pensions","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Department of Health and Social Care","200","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Department for Business, Energy and Industrial Strategy","90","90","36150","34040"
"Leaver Dept.","2022","Wales","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Department for Levelling Up, Housing and Communities","40","30","[c]","[c]"
"Leaver Dept.","2022","Wales","Department for Transport","40","40","[c]","[c]"
"Leaver Dept.","2022","Wales","Department for Work and Pensions","160","160","27640","27570"
"Leaver Dept.","2022","Wales","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Estyn","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","HM Revenue and Customs","70","70","[c]","[c]"
"Leaver Dept.","2022","Wales","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Home Office","30","30","[c]","[c]"
"Leaver Dept.","2022","Wales","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","Ministry of Justice","70","70","[c]","[c]"
"Leaver Dept.","2022","Wales","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Wales","UK Statistics Authority","110","110","34770","30810"
"Leaver Dept.","2022","Wales","Welsh Government","60","60","40680","37410"
"Leaver Dept.","2022","West Midlands (England)","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Department for Business, Energy and Industrial Strategy","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Department for Education","60","60","36270","32110"
"Leaver Dept.","2022","West Midlands (England)","Department for Environment, Food and Rural Affairs","30","30","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Department for Work and Pensions","280","270","27800","27570"
"Leaver Dept.","2022","West Midlands (England)","Department of Health and Social Care","360","320","41520","34530"
"Leaver Dept.","2022","West Midlands (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","HM Revenue and Customs","80","80","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Home Office","60","60","27460","24890"
"Leaver Dept.","2022","West Midlands (England)","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Ministry of Justice","260","250","25240","20970"
"Leaver Dept.","2022","West Midlands (England)","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","West Midlands (England)","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Cabinet Office","70","70","36810","33300"
"Leaver Dept.","2022","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Department for Education","60","60","40510","36960"
"Leaver Dept.","2022","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs","60","60","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Yorkshire and The Humber","Department for Work and Pensions","340","330","32400","27570"
"Leaver Dept.","2022","Yorkshire and The Humber","Department of Health and Social Care","730","380","42790","37010"
