"Status","Year","Sex","Region_ITL3","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Male","Tyneside","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Legal","150","140","38560","33370"
"In post","2022","Male","Tyneside","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Operational Delivery","3890","3710","26240","22080"
"In post","2022","Male","Tyneside","Operational Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Other","140","140","27840","26820"
"In post","2022","Male","Tyneside","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Policy","140","130","42530","37610"
"In post","2022","Male","Tyneside","Project Delivery","420","410","44370","40520"
"In post","2022","Male","Tyneside","Property","150","140","36890","31990"
"In post","2022","Male","Tyneside","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Security","60","60","39530","35310"
"In post","2022","Male","Tyneside","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Tyneside","Statistics","50","50","[c]","[c]"
"In post","2022","Male","Tyneside","Tax","970","950","32350","28920"
"In post","2022","Male","Tyneside","Unknown","440","430","32000","26820"
"In post","2022","Male","Tyneside","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Operational Delivery","220","210","31330","27570"
"In post","2022","Male","Unknown","Other","1640","1640","37780","34460"
"In post","2022","Male","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Security","60","60","28600","27370"
"In post","2022","Male","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Unknown","Unknown","240","240","38390","32000"
"In post","2022","Male","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Digital, Data and Technology","30","30","[c]","[c]"
"In post","2022","Male","Wakefield","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Operational Delivery","730","690","31220","31650"
"In post","2022","Male","Wakefield","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wakefield","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Operational Delivery","170","160","24690","24090"
"In post","2022","Male","Walsall","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Walsall","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Economics","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Operational Delivery","440","430","33370","33550"
"In post","2022","Male","Wandsworth","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Wandsworth","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Digital, Data and Technology","80","80","43630","46380"
"In post","2022","Male","Warrington","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Operational Delivery","1020","1000","34200","32770"
"In post","2022","Male","Warrington","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Planning","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warrington","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Human Resources","30","30","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Operational Delivery","240","230","29640","27570"
"In post","2022","Male","Warwickshire CC","Other","180","170","23020","21260"
"In post","2022","Male","Warwickshire CC","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Security","50","50","[c]","[c]"
"In post","2022","Male","Warwickshire CC","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Operational Delivery","320","300","26690","24920"
"In post","2022","Male","West Cumbria","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Project Delivery","40","40","[c]","[c]"
"In post","2022","Male","West Cumbria","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Psychology","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Cumbria","Science and Engineering","80","80","42630","40850"
"In post","2022","Male","West Cumbria","Security","40","40","[c]","[c]"
"In post","2022","Male","West Cumbria","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Medicine","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Operational Delivery","280","250","30060","29290"
"In post","2022","Male","West Essex","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Essex","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Communications","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Operational Delivery","60","60","31790","29290"
"In post","2022","Male","West Kent","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Science and Engineering","100","100","40970","40180"
"In post","2022","Male","West Kent","Security","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Social Research","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Kent","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Human Resources","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Legal","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Operational Delivery","80","70","28560","27570"
"In post","2022","Male","West Lothian","Other","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Policy","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Property","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Lothian","Unknown","70","70","41240","36260"
"In post","2022","Male","West Northamptonshire","Commercial","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2022","Male","West Northamptonshire","Digital, Data and Technology","[c]","[c]","[c]","[c]"
