"Status","Year","Organisation","Sexual_orientation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Government Legal Department","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Legal Department","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Government Property Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Heterosexual / straight","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Heterosexual / straight","No function","60","50","43850","43320"
"Leaver CS","2021","Health and Safety Executive","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","LGBO","Debt","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Undeclared","No function","30","30","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Health and Safety Executive","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Legal","50","40","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","No function","710","600","21210","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","LGBO","No function","30","30","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Undeclared","No function","140","120","22160","20100"
"Leaver CS","2021","HM Courts and Tribunals Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Unknown","No function","360","330","20690","19930"
"Leaver CS","2021","HM Courts and Tribunals Service","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Courts and Tribunals Service","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","No function","110","90","27790","27130"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Heterosexual / straight","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","LGBO","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Land Registry","Unknown","No function","60","50","26190","22350"
"Leaver CS","2021","HM Land Registry","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Heterosexual / straight","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Heterosexual / straight","No function","2300","2110","36150","31650"
"Leaver CS","2021","HM Prison and Probation Service","Heterosexual / straight","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","LGBO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","LGBO","No function","160","160","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","LGBO","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Undeclared","No function","280","250","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Prison and Probation Service","Unknown","No function","1370","1240","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Revenue and Customs (excl. agencies)","Unknown","Unknown","5430","4570","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Heterosexual / straight","No function","30","30","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","LGBO","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Undeclared","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","HM Treasury (excl. agencies)","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Heterosexual / straight","Unknown","960","830","30120","25350"
"Leaver CS","2021","Home Office (incl. agencies)","LGBO","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","Home Office (incl. agencies)","Undeclared","Unknown","190","160","32650","28000"
"Leaver CS","2021","Home Office (incl. agencies)","Unknown","Unknown","140","130","27030","24880"
"Leaver CS","2021","Insolvency Service","Heterosexual / straight","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Heterosexual / straight","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Heterosexual / straight","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Heterosexual / straight","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","LGBO","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","LGBO","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","LGBO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","LGBO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Insolvency Service","Unknown","No function","30","30","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","LGBO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Institute for Apprenticeships and Technical Education","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Heterosexual / straight","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Heterosexual / straight","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Heterosexual / straight","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","LGBO","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","LGBO","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","LGBO","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Undeclared","No function","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal Aid Agency","Unknown","No function","[c]","[c]","[c]","[c]"
