"Status","Year","Profession_of_post","Function_of_post","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Operational Delivery","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Counter Fraud","White","40","30","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Debt","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Digital, Data & Technology","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Digital, Data & Technology","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Digital, Data & Technology","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Digital, Data & Technology","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Digital, Data & Technology","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Finance","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Finance","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Finance","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Finance","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Finance","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Grants Management","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Grants Management","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Grants Management","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Grants Management","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Grants Management","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Grants Management","Unknown","70","70","22570","21300"
"Leaver CS","2022","Operational Delivery","Grants Management","White","80","70","25110","24920"
"Leaver CS","2022","Operational Delivery","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Human Resources","White","60","50","29140","27570"
"Leaver CS","2022","Operational Delivery","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Legal","White","130","110","24980","23720"
"Leaver CS","2022","Operational Delivery","No function","Asian","930","850","28480","27570"
"Leaver CS","2022","Operational Delivery","No function","Black","760","720","29540","27960"
"Leaver CS","2022","Operational Delivery","No function","Mixed","420","400","28050","27570"
"Leaver CS","2022","Operational Delivery","No function","Other ethnicity","120","110","30110","27570"
"Leaver CS","2022","Operational Delivery","No function","Undeclared","620","540","29480","26510"
"Leaver CS","2022","Operational Delivery","No function","Unknown","3710","3430","28150","23780"
"Leaver CS","2022","Operational Delivery","No function","White","12750","11230","28360","27150"
"Leaver CS","2022","Operational Delivery","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Project Delivery","White","60","50","36270","32360"
"Leaver CS","2022","Operational Delivery","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Property","Unknown","40","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Property","White","60","50","22150","22010"
"Leaver CS","2022","Operational Delivery","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Asian","120","100","27560","26010"
"Leaver CS","2022","Operational Delivery","Unknown","Black","50","40","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Delivery","Unknown","Undeclared","90","70","29900","28820"
"Leaver CS","2022","Operational Delivery","Unknown","Unknown","160","150","26240","24880"
"Leaver CS","2022","Operational Delivery","Unknown","White","1050","850","28320","25220"
"Leaver CS","2022","Operational Research","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Operational Research","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Commercial","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Commercial","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Commercial","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Commercial","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Communications","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Communications","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Communications","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Communications","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Communications","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Counter Fraud","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Counter Fraud","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Counter Fraud","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Counter Fraud","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Counter Fraud","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Debt","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Debt","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Debt","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Debt","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Debt","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Debt","White","160","130","22520","21260"
"Leaver CS","2022","Other","Human Resources","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Human Resources","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Human Resources","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Human Resources","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Human Resources","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Legal","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Legal","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Legal","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Legal","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Legal","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Legal","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","No function","Asian","60","60","34900","28880"
"Leaver CS","2022","Other","No function","Black","50","40","[c]","[c]"
"Leaver CS","2022","Other","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","No function","Unknown","110","100","30000","25380"
"Leaver CS","2022","Other","No function","White","440","410","34910","27570"
"Leaver CS","2022","Other","Project Delivery","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Project Delivery","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Project Delivery","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Project Delivery","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Project Delivery","White","150","140","29810","25000"
"Leaver CS","2022","Other","Property","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Property","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Property","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Property","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Property","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Property","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Security","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Security","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Security","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Security","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Security","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Undeclared","70","60","26530","21830"
"Leaver CS","2022","Other","Unknown","Unknown","410","400","33790","32480"
"Leaver CS","2022","Other","Unknown","White","1100","1030","26160","21580"
"Leaver CS","2022","Planning","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","No function","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","No function","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","No function","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","No function","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","No function","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Analysis","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Analysis","Black","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Analysis","Mixed","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Analysis","Other ethnicity","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Analysis","White","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Commercial","Asian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Commercial","Black","[c]","[c]","[c]","[c]"
