"Status","Year","Age","Responsibility_level","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","40-49","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SCS","Unknown","60","50","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Operational Delivery","80","80","35430","33930"
"Leaver Dept.","2021","40-49","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Policy","70","60","38310","37350"
"Leaver Dept.","2021","40-49","SEO/HEO","Project Delivery","50","50","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","SEO/HEO","Unknown","260","240","35710","35310"
"Leaver Dept.","2021","40-49","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","AA/AO","Operational Delivery","110","110","20730","20430"
"Leaver Dept.","2021","50-59","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","AA/AO","Unknown","140","140","20980","21010"
"Leaver Dept.","2021","50-59","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Operational Delivery","60","60","25220","24890"
"Leaver Dept.","2021","50-59","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","EO","Unknown","180","180","27960","27570"
"Leaver Dept.","2021","50-59","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Operational Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Policy","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","G6/G7","Unknown","130","120","59090","60350"
"Leaver Dept.","2021","50-59","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SCS","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Operational Delivery","60","60","35540","34250"
"Leaver Dept.","2021","50-59","SEO/HEO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Policy","50","50","38260","37970"
"Leaver Dept.","2021","50-59","SEO/HEO","Project Delivery","30","30","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","SEO/HEO","Unknown","190","180","36090","35310"
"Leaver Dept.","2021","50-59","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","EO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","EO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SCS","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SCS","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SEO/HEO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","AA/AO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","SEO/HEO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","SEO/HEO","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","SEO/HEO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","40","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","EO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","16-19","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Operational Delivery","860","820","21310","21260"
"Leaver Dept.","2022","20-29","AA/AO","Other","60","60","21510","21260"
"Leaver Dept.","2022","20-29","AA/AO","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Science and Engineering","80","80","21150","19880"
"Leaver Dept.","2022","20-29","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","AA/AO","Unknown","300","290","22360","21260"
"Leaver Dept.","2022","20-29","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Communications","30","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Digital, Data and Technology","30","30","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Finance","40","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Human Resources","60","40","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Operational Delivery","970","940","27080","27570"
"Leaver Dept.","2022","20-29","EO","Operational Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Other","170","170","27170","27570"
"Leaver Dept.","2022","20-29","EO","Planning","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Policy","160","130","27490","27850"
"Leaver Dept.","2022","20-29","EO","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Psychology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Science and Engineering","170","170","25000","25010"
"Leaver Dept.","2022","20-29","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Tax","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","EO","Unknown","280","270","27900","27500"
"Leaver Dept.","2022","20-29","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Economics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Medicine","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Operational Delivery","50","50","53210","52850"
"Leaver Dept.","2022","20-29","G6/G7","Other","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Policy","150","120","54130","53380"
"Leaver Dept.","2022","20-29","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Social Research","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Statistics","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","G6/G7","Unknown","170","140","55270","54700"
"Leaver Dept.","2022","20-29","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SCS","Policy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Commercial","80","40","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Communications","60","50","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","20-29","SEO/HEO","Digital, Data and Technology","110","80","36380","36330"
"Leaver Dept.","2022","20-29","SEO/HEO","Economics","70","60","32890","33430"
"Leaver Dept.","2022","20-29","SEO/HEO","Finance","60","40","[c]","[c]"
