"Status","Year","Sexual_orientation","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","LGBO","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","Unknown","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Corporate Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Digital, Data and Technology","60","60","37640","34110"
"Leaver CS","2022","LGBO","White","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Operational Delivery","960","920","27030","26720"
"Leaver CS","2022","LGBO","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Other","80","80","28330","24650"
"Leaver CS","2022","LGBO","White","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Policy","80","80","43320","37380"
"Leaver CS","2022","LGBO","White","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Science and Engineering","50","50","36540","30800"
"Leaver CS","2022","LGBO","White","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","LGBO","White","Unknown","140","130","36780","30120"
"Leaver CS","2022","LGBO","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Operational Delivery","70","60","28400","26880"
"Leaver CS","2022","Undeclared","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Asian","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Operational Delivery","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Black","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Mixed","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Operational Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other ethnicity","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Digital, Data and Technology","50","50","42590","40080"
"Leaver CS","2022","Undeclared","Undeclared","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Operational Delivery","420","370","29530","27370"
"Leaver CS","2022","Undeclared","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Other","90","80","27590","22330"
"Leaver CS","2022","Undeclared","Undeclared","Planning","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Policy","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Project Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Science and Engineering","70","60","39600","38480"
"Leaver CS","2022","Undeclared","Undeclared","Security","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Unknown","50","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Commercial","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Digital, Data and Technology","50","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Finance","40","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Operational Delivery","100","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Policy","130","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Unknown","Unknown","80","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Digital, Data and Technology","70","60","41480","39100"
"Leaver CS","2022","Undeclared","White","Economics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Finance","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Geography","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Intelligence Analysis","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Knowledge and Information Management","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Operational Delivery","1020","840","28720","26780"
"Leaver CS","2022","Undeclared","White","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Other","150","130","28160","22270"
"Leaver CS","2022","Undeclared","White","Planning Inspectors","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Policy","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Project Delivery","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Science and Engineering","80","70","36630","34430"
"Leaver CS","2022","Undeclared","White","Security","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Social Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Tax","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","White","Unknown","90","70","37730","31060"
"Leaver CS","2022","Undeclared","White","Veterinarian","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Human Resources","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Operational Delivery","70","50","27720","25460"
"Leaver CS","2022","Unknown","Asian","Operational Research","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Psychology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Security","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Asian","Unknown","310","250","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Legal","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Medicine","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Operational Delivery","30","30","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Other","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Policy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Property","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Science and Engineering","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Statistics","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Black","Unknown","110","90","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Commercial","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Communications","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Unknown","Mixed","Economics","[c]","[c]","[c]","[c]"
